compound,SMILES
1048668707,CC(C)(C)C1=C(C=NN1C2=CC=C(C=C2)C(=O)O)C(=O)NC3C4CC5CC(C4)CC3C5
1049674658,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCN)N
1049677599,CC(C(=O)C1=CC(=CC=C1)Cl)NC
1049677771,CC(C(=O)C1=CC(=CC=C1)F)NC
1049734033,C1CN(CCN1)C2=NC(=N)N(C(=C2)N)O.O.Cl.Cl
1049737883,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)[O-])CC3=CC=C(C=C3)Cl.O.[Na+]
1049737996,C1=CC(=CC=C1C(/C=C/C(=O)[O-])O)Cl.O.[Na+]
1049739436,C1CN2CCC1[C@H](C2)NC(=O)C3=CC=C(C=C3)Cl.O.Cl
1049741981,C1C=NN(C1C#N)C(=O)CNCCNC2=NC=C(C=C2)C#N.Cl.Cl
1050203843,CC1=NC(=CC(=N1)NC2=NC=C(S2)C3=NC4=C(CO3)C=CC=C4Cl)N5CCN(CC5)CCO
1050351648,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@H](C3)C.O
1050381355,CC1=C2C(=CC(=C1)C[C@H](C(=O)N3CCC(CC3)N4CCCCC4)NC(=O)N5CCC(CC5)N6CC7=C(C(=CC=C7)F)NC6=O)C=NN2
1050393231,C[C@@H]1C[C@H]1C(=O)NC2=C(C(=NS2)C3=CC=C(C=C3)OC)C
1050477310,CCOC1=NC=C(C2=C1[C@@H](C(=C(N2)C)C(=O)N)C3=C(C=C(C=C3)C#N)OC)C
1050517231,CC1=C(C(=C2CCC(OC2=C1C)(C)C[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C)O
1050656068,C1CC1(C2=CC=C(C=C2)C(=O)O)NC(=O)C3=CC=CC4=C3N(C=C4)CC5=CC=C(C=C5)C(F)(F)F
1051366325,C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)[C@H](C)N)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N[C@@H](CC6=CC=C(C=C6)O)C(=O)N[C@@H](CC7=CNC=N7)C(=O)O)CC8=CC=C(C=C8)O)CCCNC(=N)N
1051375100,C[C@H]1CO[C@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O
1051375133,C[C@H]1CO[C@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+]
1051375166,C[C@@H]1CCO[C@@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O
1051375199,C[C@@H]1CCO[C@@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+]
1051487821,C/C(=N\NC(=O)[C@@H]1[C@H](CNC1=O)C2=CC=CC=C2)/C3=CC(=CC=C3)Br
1051919211,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C.CS(=O)(=O)O
1051919266,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C.CS(=O)(=O)O.O
1052063372,CCC(C)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC
1052670048,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)[18F]
1052688115,CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C.C1=CC(=CC(=C1)C(F)(F)F)/C(=N/NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)/CC3=CC=C(C=C3)C#N
1053265283,C/C(=C\C1=CC(=C(C=C1F)OC[C@@H](C2CC2)F)F)/C(=O)N[C@H]3[C@H]([C@@H]([C@H]4[C@@H]([C@H]3O)OCO4)O)O
1054315488,CC1=C2C(=CC(=C1)C3CCN(CC3)CCCF)NC(=N2)C4=C(C=CNC4=O)NCCN5C=C(C=N5)Cl
1054629490,CNC1=NC(=C(C=C1)C2=CC3=C(O2)C=CC(=C3)O)F
1055986678,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6.Cl
1056164523,CC(C)(C)C1=NN(C(=C1)NC(=O)NCC2=CC=CC=C2SC3=CN4C(=NN=C4C5=CC=CC=C5SCCO)C=C3)C6=CC(=C(C=C6)O)Cl
1056634684,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N
1056901622,C1=CC(=CC=C1C2=CNN=C2)[C@@](CN)(C3=CC=C(C=C3)Cl)O
1057249418,C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4
1057399991,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@]2([C@H](C1)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4[C@H](C)CC[C@@H](C)C(C)C)C)C
1058137237,CNC(=O)C1=CC=CC2=C1C=CC(=C2)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC
1058156903,CC1=CC2=C(N1)C=CC(=C2F)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC
1058653749,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)C(=O)CCl)OCC)C
1059180185,CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O.[Na+].[Na+]
1059188747,C[C@H](C1=CC=CC=C1)N[C@@H]2C[C@@H](N(C2=O)C3=CC=C(C=C3)C(F)(F)F)C4=CC(=CC=C4)OC
1059477950,CC[C@H](C)[C@@H](C(=O)N(COC(=O)CC(C)C)[C@H](C[C@H](C1=NC(=CS1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C[C@H](C)C(=O)NNC(=O)OCCSSC[C@@H](C(=O)O)NC(=O)[C@H](CCC(=O)NC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)NC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)NC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)NC(=O)CC[C@@H](C(=O)O)NC(=O)C3=CC=C(C=C3)NCC4=CN=C5C(=N4)C(=O)N=C(N5)N)OC(=O)C)C(C)C)NC(=O)[C@H]6CCCCN6C
1059477972,CCCC(=O)OCN([C@H](C[C@H](C1=NC(=CS1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C[C@H](C)C(=O)NNC(=O)OCCSSC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)CC[C@@H](C(=O)O)NC(=O)C3=CC=C(C=C3)NCC4=CN=C5C(=N4)C(=O)NC(=N5)N)OC(=O)C)C(C)C)C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]6CCCCN6C
1059625250,CC(C)CCC[C@H](CC(=O)O)O
1059677234,CCCCCCCCCCOC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-]
1059734665,CC1=C(C=C(C=C1)CNC)NC(=O)C2=CC=C(C=C2)NC3=NC4=CC=CC=C4C(=N3)C5=CC=CC=C5
1060763850,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](S2)CO)O)O.O
1061091868,C1C(C(=NN1/C(=N/S(=O)(=O)C2=CC=C(C=C2)[11C]#N)/N)C3=CC=C(C=C3)Cl)C4=CC=CC=C4
1061337516,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CS[C@@H]4CC[C@H](C[C@H]4O)N)C
1061337550,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CS[C@H]4CC[C@@H](C[C@@H]4O)N)C
1061353681,CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)NC3=C(C=C(C=C3)N4CCOCC4)OC
1062323049,C/C=C\CCC1CCCC(=O)O1
1062368244,C1CN(CCN1)C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3
1062368620,C1CN(CCN1)C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3.Cl
1062368857,CCCCCCCCCCCCCCCC(=O)NCCN(CCO)CC(=O)[O-].[Na+]
1062605666,[2H]C([2H])([2H])N(CC(C1=CC=C(C=C1)OC([2H])([2H])[2H])C2(CCCCC2)O)C([2H])([2H])[2H].Cl
1064056718,CN1CCN(CC1)CCOCCOCCOCCOCCOC2=NSN=C2C3=CCCN(C3)C
1064505594,CC1([C@@H](C(=O)N1OS(=O)(=O)[O-])NC(=O)/C(=N\OCC2=CC(=O)C(=CN2O)O)/C3=CSC(=N3)N)C.[Na+]
1064674163,CC1=C(C(=NC=C1)CN2C=CC=C(C2=O)C(F)(F)F)COC3=CC=CC4=C3N=C(C=C4C5=C(C=NN5)C)C
1064684441,C[C@@H](C(=O)OC(C)C)NP(=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
1065124653,C/C(=C/[C@@H]1[C@H](C1(C)C)C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F)/C#N
1067198746,CC(=CCC1=C(C=C(C2=C1OC(=C(C2=O)OCCO)C3=CC=C(C=C3)OC)O)OCCO)C
1067214816,CC1=CC(=C(C=C1)NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3C=CC4=C3C=CC(=C4C)OC)C(=O)O
1067642129,[11CH3]NC(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
1068524582,C[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CS)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CS)N
1068967963,CC1=CN(C2=C1C=C(C=C2)F)NC(=O)C3=CN=C(N=C3C)C4=CC=CC=N4
1070660295,C[C@@H](C1=CC(=CC=C1)OC(=O)NC)N(C)C
1070663783,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=C(C=CC(=C2P(C3CCCCC3)C4CCCCC4)OC)OC)C(C)C
1070790894,CC[C@@H]([C@@H](C)O)NC1=NC2=C(C(=N1)NCC3=CN=C(C=C3C)C)N=CN2C(C)C
1070878635,C1=CN(C(=N1)[N+](=O)[O-])CC2=CN(N=N2)C(CO)CF
1070878862,C1=CN(C(=N1)[N+](=O)[O-])CC2=CN(N=N2)C(CO)C[18F]
1070966970,CCOP(=O)(C(NC1CCN(CC1)C(=O)[C@H](CC2=CC=C(C=C2)OCC3=C(C=CC=C3Cl)Cl)NC(=O)/C=C/C4=C(C(=C(C(=C4F)F)F)F)F)P(=O)(OCC)OCC)OCC
1071423410,CNC1=CC=C(C=C1)C2=NC3=C(S2)C=C(C=C3)F
1071470728,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)OCCF)C(=O)O)N2C=C(N=N2)COC3=CC4=C(C=C3)N=C(S4)S(=O)(=O)N
1071471254,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)OCC[18F])C(=O)O)N2C=C(N=N2)COC3=CC4=C(C=C3)N=C(S4)S(=O)(=O)N
1071517399,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C([C@@H]4[C@H]5CC[C@H](C5)[C@@H]4N(C3=O)CC6=CC=C(C=C6)F)O
1071546525,CC(C)N=C(N)/N=C(\N)/NC1=CC(=CC=C1)Cl.Cl
1071555275,C1=CC(=CC=C1CN)S(=O)(=O)C2=CC=C(C=C2)N.Cl.Cl
1071557771,C1CC[C@@]23CCN[C@@H]([C@@H]2C1)CC4=CC=CC=C34.Cl
1071558252,COC1=C2CN3CC[C@@]4([C@H]3C[C@H](C[C@H]4O)O)C2=CC5=C1OCO5.Cl
1071558412,C[C@H]1[C@@H]2CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=CC(=C(C=C45)OC)OC.Cl
1071564470,CCCOC(=O)C(C1CCCCN1)C2=CC=CC=C2
1071565848,C(/C=C/COC(=O)CBr)OC(=O)CBr
1071669549,CCC(/C=C\Cl)(C#C)O
1071992818,C[C@@H](C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NCC3=CC=CC=C3C4=CC=CC=C4)C(=O)CC(C)C)NC
1072100812,C[C@H]1CN([C@@H](CN1C(=O)N2CC3=C(C2(C)C)NN=C3NC(=O)C4=CC=CC=N4)C)CC5CCOCC5
1072455709,CC(C)(C)C1=C(C=CC(=C1)OS(=O)(=O)O)O
1072455710,CC(C)(C)C1=C(C=CC(=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)O
1072833772,B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O
1072874908,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)(O)OC3C4C(OC3(CO4)COP(=S)(O)OC5CC(OC5COP(=S)(O)OC6C7C(OC6(CO7)CO)N8C=CC(=NC8=O)N)N9C=CC(=NC9=O)N)N1C=NC2=C1N=CN=C2N)OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC12COC(C1OP(=S)(O)OCC13COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)(O)OCC1C(CC(O1)N1C=NC4=C1N=CN=C4N)OP(=S)(O)OCC14COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=NC5=C1N=CN=C5N)OP(=S)(O)OCC15COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC16COC(C1OP(=S)(O)OCC17COC(C1O)C(O7)N1C=CC(=NC1=O)N)C(O6)N1C=CC(=NC1=O)N)C(O5)N1C=CC(=NC1=O)N)C(O4)N1C=CC(=NC1=O)N)C(O3)N1C=C(C(=O)NC1=O)C)C(O2)N1C=NC2=C1N=C(NC2=O)N
1072902750,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H]([C@@H](C)CC)NC=O
1072903924,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Sr+2]
1072924641,C[C@@H]1C[C@H]2[C@@H]3C[C@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)O
1072924652,C[C@@H]1C[C@H]2[C@@H]3C[C@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)O)OC(=O)C5=CC=CO5)C)O)F)C)O
1072957711,CN1C=C(C(=N1)C(F)F)C(=O)NC2=CC=CC3=C2[C@@H]4CC[C@H]3C4=C(Cl)Cl
1073057201,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.O.O.Cl
1073057336,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.C1=CC=C(C=C1)C(=O)O.O
1073057370,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O.O
1073154854,CNC(=O)C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=NC=CN=C3N(C)S(=O)(=O)C)C(F)(F)F
1073606366,CCCCC(CC)C(=O)OC(C)COCC1=CC=CC=C1
1073666655,C1=CC(=C(C=C1/C=C/C=C/C(=O)O)O)O
1073913479,CC(C)(CS(=O)(=O)[O-])N(Cl)Cl.[Na+]
1075218619,CNC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)N
1075235469,C1CC2=CC(=NC=C2OC1)CNC3CCN(CC3)C[C@@H]4CN5C(=O)C=CC6=C5N4C(=O)C=N6.Cl
1075240435,CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)(C)CNCC1=CC(=C2C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
1075798376,CC1=C(C(=CC=C1)N2CCCCC2)N(C3=CC=C(C=C3)CC4=CC=CC=C4)NC(=O)CC5=C(C=C(C(=C5)OC)C(=O)O)Br
1076198178,C1CCC2(CC1)CC(=O)N(C2)CC3(CCCCC3)CC(=O)O
1076198521,CC1=NC=CN1CC2CCC3=C(C2=O)C4=C(N3C)C=CC(=C4)CC5=CC6=C(C=C5)N(C7=C6C(=O)C(CC7)CN8C=CN=C8C)C
1076199808,C1C[N+](CCN1C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl)(CCOCC(=O)O)[O-]
1076199922,CN(C)CC(C1CCCCC1)C2=CC=C(C=C2)OC
1076225278,C1CC[C@H]([C@H](C1)C2=CC(=C(C=C2)C#N)C(F)(F)F)O
1076235045,CC1=C(C(=O)N(C1=O)NC2=NC(=C(C=C2)C(F)(F)F)Cl)COCCC(C)(C)C
1078131584,CN(C)CCO[C@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O
1078131595,CN(C)CCO[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O
1078151479,C/C(=N\O)/C1=NC=C(N1)[C@H]([C@@H]([C@@H](CO)O)O)O.O.O
1078166570,COC1=CC2=C(C=C1)C=C(C=C2)OCC3(CN(C3)C(=O)C4=CC=C(C=C4)F)C(=O)O
1078492166,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C/C(=O)O)\C(=O)O
1078723144,C[C@H]1CC2=C([C@@H](O1)C)C(=O)C3=C(C2=O)C=CC=C3OC
1079043552,[2H]C([2H])([2H])N1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC([2H])([2H])[2H]
1079047769,C/C=C\1/CN2[C@H]3C[C@@H]1[C@H]([C@@H]2CC4=C3NC5=C4C=C(C=C5)O)CO.Cl
1079061474,CC1=CC(=C(C=C1)S(=O)(=O)[O-])C.[NH4+]
1079274944,C[C@@H](C1=NC=C(C=N1)F)NC2=NC3=C(C=C2)N=CN3C4=CC(=NN4)OC(C)C
1079392214,C/C=C\1/CN2[C@H]3C[C@@H]1[C@H]([C@@H]2CC4=C3NC5=C4C=C(C=C5)O)CO.Br
1079400079,CN1C(=CC=N1)C(=O)NC2=NC(=C(C=C2)C3=C(C=CC(=C3)OC)Cl)N
1079922590,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O.O.O.[Na+].[Na+]
1079989540,CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(COCC(CO)O)O.[Cl-]
1080028803,C1[C@H](COC2=C(C=C(C=C21)F)F)N3C(=CNC3=S)CCNCC4=CC=CC=C4
1080645959,CS(=O)(=O)O.C1COCCN1CCOC2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC=CC=C4
1081110691,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]3CSSC[C@H]4C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4)CC5=CC=CC=C5)CO)CC(C)C)CCCNC(=N)N)CC6=CC=C(C=C6)O)CCCCN)CCSC)CO)CC7=CNC=N7)CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC3=O)[C@@H](C)O)C)CC8=CC=CC=C8)CCC(=O)N)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N1)NC(=O)[C@H](CO)NC(=O)[C@](CCCNC(=N)N)(N(C(=O)C)C(=O)[C@H](CC9=CC=C(C=C9)OP(=O)(O)O)N)OCCOCCN)C(=O)N)[C@@H](C)O)[C@@H](C)O)CCCCN)CCCNC(=N)N)CCCNC(=N)N)CO)CCCCN)[C@@H](C)CC)[C@@H](C)O)CC(=O)O
1081772066,CC1=C(C=C(C=C1)C(=O)C(C)NC)C
1081775770,CCC(=O)/C=C\Cl
1082110006,CC1=C(C=C(C=C1)C(=O)C(C)NC)C
1082207962,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C=O)NC(=O)C.CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C=O)NC(=O)C.O.O.OS(=O)(=O)O
1082241324,CCC[C@H]1CC2=C(SC(=C2/C(=N/O)/C1)S(=O)(=O)N)C3=NC(=NO3)C
1082279659,C1C[C@@H]([C@@H]([C@@H]2[C@@H]1CN3CCC4=C([C@@H]3C2)NC5=CC=CC=C45)C(=O)O)O.Cl
1082658852,C/C=C/C1=CC2=C(C(=O)[C@H]([C@@H](O2)C)OC(=O)C)C(=O)O1
1082659366,C[C@@H]([C@@H](C1=CC=CC=C1)OC(=O)CCC(=O)C)NC
1082713527,CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3.Cl.Cl
1082743325,C[C@@H]1CN(C[C@H]1C2=NC3=C(C=NN3C4CCCC4)C(=O)N2)CC5=CC6=NC=CN=C6C=C5
1082744204,C[C@@H]1CN(C[C@H]1C2=NC3=C(C=NN3C4CCOCC4)C(=O)N2)CC5=NC=CC=N5
1082892394,CC(=O)OC1=CC(=CC(=C1)/C=C/C2=CC=C(C=C2)OC(=O)CCCCC3CCSS3)OC(=O)C
1082949674,CN1C=C(N=C1C2CCN(CC2)C3=NC=NC4=C3C=NN4)C5=CC(=C(C=C5)F)C(F)(F)F
1082954719,C1CC[C@@H]2[C@H](C1)C3=C(O2)CCC4=C3N=C(N=C4N5CCNCC5)N
1083076690,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl.Cl
1083078889,C1C[N+](CCC1N2C3=CC=CC=C3NC2=O)(CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)[O-]
1083078981,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO.Cl
1083093473,CC[C@@H](C)C1=C(C(=CC=C1)[C@H](C)CC)O
1083201120,COC1=C(C(=C2C(=C1)CCOC2=O)O)CO
1086062669,COC1=C(C=C(C=N1)C2=CC3=C(C=CN=C3C=C2)C4=CN=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F
1086268258,CN(C)C=NC1=CC(=CC=C1)O.Cl
1086406214,CC1=C(C=CC(=C1)C(=O)[O-])[N+](=O)[O-].[K+]
1086908588,C1C2=C(C=C(C=C2C(=O)N1C3=CC=C(C=C3)O)O)O
1087037760,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H](/C=C/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(C[C@H](CC2(C)C)O)C)/C)/C)/C)C(C)(C)O)O)O)O
1087223708,CCCC(C1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I)OC
1087345310,C1=CC=C(C=C1)C[C@@H]2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
1087624289,CCOC1=C(C=C2C(=C1)C(=O)OC(=N2)C3=CC=CC=C3SC)OC
1087710744,CCN(CC)C1=CC=CC(=N1)N.Cl
1087720704,CN(C)CCN1CCC2CCCCC2C1.Cl.Cl
1088233822,CN(C)CCN1CCC2CCCCC2C1
1088434869,C1[C@H]([C@@H]([C@H]([C@H]1O)C/C=C\CCCC(=O)OC2=CC=C(C=C2)C3=CC(=S)SS3)CC[C@H](CCC4=CC=CC=C4)O)O
1088543627,CC(C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)CCC(=O)N)CC3=CN=CN3)CCC(=O)O)CO)CCC(=O)N
1088715847,CC(C)NCCCC[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)CC3=CC=CC=C3)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N)CC4=CC5=CC=CC=C5C=C4)CCCN=C(N)N
1088991734,C[C@@H]1CC[C@H](CN1C(=O)C2=C(C=CC(=C2)C)C3=NC=CC=N3)COC4=NC=C(C=C4)F
1088991950,C[C@@H]1CC[C@H](CN1C(=O)C2=C(C=CC(=C2)F)C3=NC=CC=N3)COC4=NC=C(C=C4)F
1089183367,CCC[C@H]1CC(=CC(=O)C1)C
1089310304,CN[C@H]1[C@@H]([C@H]([C@@H](O[C@H]1O)CO)O)O.Cl
1089312015,C1C[N+]2(CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75)[O-].O.O.O
1089317587,CCC(=O)C(C[C@@H](C)N1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3.Br
1089328755,CC(=NO)C[C@H]1CCCN1C
1089666578,C1[C@]2([C@H]([C@@H](O1)[C@@H](O2)O)O)CO
