compound,SMILES
478082347,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O.O
478148582,C1CN2CCC1[C@H](C2)NC(=O)C3=NC=C4C(=C3)C=CO4.Cl.Cl
478149530,C1CN2CCC1[C@H](C2)NC(=O)C3=NC=C4C(=C3)C=CO4
478182284,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@](O2)(CO)N=[N+]=[N-])O)O
478243093,CC(C(=O)C1=CC=C(C=C1)OC)N2CCCC2
478243866,CCCC(CC)C(C)(C)C1=CC=C(C=C1)O
478263535,CC[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C=CC(=C2)F)NS(=O)(=O)C3=CC=CC4=C3N=CC=C4
478273244,CC(C)CCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)O
478273368,C1=CC=C2C(=C1)C(=CN2)CCNC(=O)[C@H](CCC(=O)O)N
478294165,COC1=C(C=C(C=C1)/C=C/C(=O)OCC(=O)CC2=CC(=C(C=C2)O)O)O
478294176,COC1=C(C=CC(=C1)/C=C/C(=O)OCC(=O)CC2=CC(=C(C=C2)O)O)O
478296729,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O
478336924,COC(=O)CC1CC(=NO1)C2=CC=C(C=C2)O
478410843,CC1=C(C=CC=C1O)C(=O)N[C@@H](CC2=CC=CC=C2)[C@@H](C(=O)N3CSC([C@H]3C(=O)NCC=C)(C)C)O
478550491,C1=CC=C2C(=C1)C=CN2CC3=NNC(=S)N3N
478644121,C[C@@H](C(=O)N1CCOCC1)N2CC[C@@H](C2=O)NS(=O)(=O)/C=C/C3=CC=C(S3)Cl
478785103,C1CC(=O)N(C(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)O)O
478785125,C1CC(=O)N(C(=O)C1N2C(=O)C3=C(C2=O)C=C(C=C3)O)O
478833259,C[C@@H]1CN([C@H](CN1C(=O)COC2=C(C=C(C=C2)Cl)CS(=O)(=O)O)C)CC3=CC=C(C=C3)F
478913916,CCCC[C@H](CN(C=O)O)C(=O)N1CCC[C@H]1C(=O)N=C2C=CC(=CN2O)F
478926453,CC(C)O[C@@H](CC1=CC(=CC=C1)OC[C@@H](COC2=C(C=C(C=C2)Cl)C#N)F)C(=O)O
478941934,CC[C@H](C)OC(=O)CC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
478946893,CCC(=O)NC1=C(C=C(C=C1C)C(=O)N2CCC(CC2)N(C)CCC3=CC=CC=C3)C.O.Cl
479065026,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)Br)C3=CC=C(C=C3)F.Br
479073795,CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
479073808,CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
479073820,CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CCO)OCC)C
479073864,CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C
479073875,CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCCC)C
479073886,CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCCC)C
479073900,CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CCO)OCCC)C
479074061,CCCC1=NN(C2=C1NC(=NC2=S)C3=CC=CC=C3OCC)C
479203719,CC1=CC=CC=C1NC(=O)NC2=CC=C(C=C2)CN3C(=O)N(C(=O)C3(C)C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C4=CC=CC=C4
479407062,C[N+](C)(CCO)CCF
479407073,CC1=CC=C(C=C1)S(=O)(=O)[O-].C[N+](C)(CCO)CCF
479407084,C[N+](C)(CCO)CCF.[Cl-]
479407120,C[N+](C)(CCOP(=O)(O)[O-])CC[18F]
479410203,C1=CC(=CC=C1C(=O)N[C@H](CCC(=O)NC[C@@H](C(=O)[N-][C@@H](CC(=O)O)C(=O)[N-][C@@H](C[S-])C(=O)O)[NH-])C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N.O=[Tc+4]
479483551,CN1CC(OC2C1CCCC2)(C3=CC=C(C=C3)C4=CC=CC=C4)O
479500351,CCCC[N+]1(CCCC1)C.[Cl-]
479578273,C1=CC(=CC=C1C(=O)N[C@H](CCC(=O)NC[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)O)N)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
479683642,C1CN(CCN1)C2=CN=CC(=N2)OCC3=CC(=CC=C3)Cl
480448291,CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C.Cl
480449705,CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C
480449716,CC1=CC=C(C=C1)S(=O)(=O)O.CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C
481047487,CN(C)CCC[C@@](C1=CC=C(C=C1)F)(C2=C(C=C(C=C2)C#N)CO)O
481629872,CC1=CC=CC(=C1)C2=CC3=C(C=C2)N(C=C3C(=O)C(=O)O)CC4=CC=C(C=C4)C(C)(C)C
481631452,CCCCCC1=C(N(C2=CC=CC=C21)CC3=CC=CC=C3)C4=CC5=C(C=C4)C=C(C=C5)OCC6=NNN=N6
481658940,CN1C2=C(C=C(C=C2)NC(=O)C3=CC=CC=C3C4=CC=C(C=C4)C(F)(F)F)C=C1C(=O)N[C@@H](C5=CC=CC=C5)C(=O)N(C)CC6=CC=CC=C6
482371073,CP(=O)(O)OCCC[Si](O)(O)O
483341157,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=C(C3=C2N=CN=C3N)Br)O)O)N
483367108,C1CCC(CC1)N2C=NC3=C2N=C(N=C3NC4=CC=C(C=C4)N5CCOCC5)OC6=CC=CC7=CC=CC=C76
483369580,C1[C@@H](CN([C@@H]1C#N)C(=O)[C@H](C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)N)F
484040304,CCCCC[C@H]1C(=C(C(=O)O1)C)C
485391740,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
485805183,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC.C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C
485818404,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCSC)N
485842975,C1=CC=C2C(=C1)N=C(S2)C3(C=CC(=O)C=C3)O
486414351,C[C@H](CN(C)C)NC(=O)C1=CC=C(C=C1)NC2=NC(=C(S2)C(=O)C3=C(C=CC=C3F)F)N
486455656,CCCCC(CC)C(=O)N[C@@H](CCC(=O)NCCCC)C(=O)NCCCC
486459034,CC(C(=O)C1=CC=C(C=C1)Br)NC
486459716,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N.Cl
486460326,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N
487021523,COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-]
488127464,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)[NH-])C.CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)[NH-])C.[Mg+2]
488127497,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)[NH-])C.[Na+]
488127511,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)[NH-])C.[K+]
488127533,[Li+].CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)[NH-])C
488787593,CN(C)CCC[C@](C1=CC=C(C=C1)F)(C2=C(C=C(C=C2)C#N)CO)O
488804019,COC1=C(C=C(C=C1)/C=C/C(=O)OCC(=O)C(C2=CC(=C(C=C2)O)O)OC)O
488804020,COC1=C(C=CC(=C1)/C=C/C(=O)OCC(=O)C(C2=CC(=C(C=C2)O)O)OC)O
488832695,CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2
488836584,CCCCCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
490035900,[B-]1(N2C(=C(C(=C2N=C3[N+]1=C(C(=C3C4=CC=CC=C4)Br)C5=CC=C(C=C5)OC)C6=CC=CC=C6)Br)C7=CC=C(C=C7)OC)(F)F
491577618,CC1=NC(=C(S1)C(C)C)C2=CC=C(C=C2)OCCCCCOC3=CC=C(C=C3)/C(=N/O)/N
491578757,CC1=C(C=C2C=C(C=CC2=C1)S(=O)(=O)[O-])C.[Na+]
491589221,C1CC[C@@H]([C@@H](C1)C(=O)[O-])C(=O)[O-].[Ca+2]
491828161,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
491833295,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O
491851628,C1=CC=C(C=C1)CCCC(=O)N[C@@H](CCC(=O)N)C(=O)O
491869013,CC1=C(C=C[N+](=C1)[O-])CC(C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O)C3=CC(=C(C=C3)OC(F)F)OC(F)F
491872390,C[C@H]([C@@H](C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N)N)O.CC(=O)O
492445280,CCCC1=CN=C(S1)NC(=O)[C@@H](C)C2=CC=C(C=C2)NC(=O)C
492472307,CC1=CC=CC2=CC3=C(C(=CN(C3=O)C)C(=O)NCCN(C)C)N=C12
494793678,CC1=NN(C(=C1C(=O)NC2=CC=CC=C2C(C)CC(C)C)F)C
494825024,[H+].CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Na+]
494841097,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O.C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
494844074,C1CCN(CC1)NC(=O)C2=NN(C3=C2CCCC4=C3C=CC(=C4)Cl)C5=C(C=C(C=C5)Cl)Cl
494844530,CCCCCOC1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O
494856610,CN1C2=C(C=CC(=C2)C(=O)NC3(CCC3)C(=O)NC4=CC=C(C=C4)/C=C/C(=O)O)C(=C1C5=CC=CC=N5)C6CCCC6
495399092,CCO[C@@H](CC1=CC=C(C=C1)OCCN2C(=CC=C2C3=CC=C(C=C3)SC)C)C(=O)O
496765798,CCCCCCCCCCCCCCCCOCCCOP(=O)(CO[C@@H](CN1C=CC(=NC1=O)N)CO)[O-].[Na+]
496775612,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C
496775623,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C.C(CO)N.C(CO)N
496835359,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4C[C@H](N[C@H](C4)C)C)OCC)C
496868770,C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC=C(C=C5)/C=C/C(=O)O)O
497103567,CCCCC(C)C(C)(C)C1=CC=C(C=C1)O
497152382,COCCNCCOC1=CC=C(C=C1)N2C=C(C3=C2N=CN=C3N)C4=CC(=CC=C4)OC
497156602,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)C(=O)[C@H](CONCC(=O)N[C@@H](CCCCN)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC6=CC=C(C=C6)O)C(=O)O)NP(=O)(O)O)NC(=O)[C@H](CCCNC(=N)N)N
497181303,CN1[C@H]2C[C@H]([C@@H]1[C@@H]3CC4=C([C@@H](N3[C@@H]2C#N)CO)C(=CC=C4)OC)C(=O)O
497221382,C[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)NCC(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](C(C)C)C(=O)N)N
497223253,CCCCOCCOC1=CC=C(C=C1)C2=CC/3=C(C=C2)N(CCC/C(=C3)/C(=O)NC4=CC=C(C=C4)S(=O)CC5=CN=CN5CCC)CC(C)C
497223286,CCCCOCCOC1=CC=C(C=C1)C2=CC/3=C(C=C2)N(CCC/C(=C3)/C(=O)NC4=CC=C(C=C4)S(=O)CC5=CN=CN5CCC)CC(C)C.CS(=O)(=O)O
497235797,C[C@@H](C1=NC(=CS1)C2=CC=C(C=C2)C#N)[C@](CN3C=[N+](C=N3)C(C)OC(=O)N(C)C4=C(C=CC=N4)COC(=O)CNC)(C5=C(C=CC(=C5)F)F)O.Cl.[Cl-]
497833279,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO
497839620,CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4N[C@H](C)C5=CC=CC=C5
497871473,CC1=C(C(=C2[C@@H]3[C@@H]4[C@H]5C6=C([C@@H](N4[C@H]([C@@H](N3C)CC2=C1)O)COC(=O)[C@@]7(CS5)C8=C(CCN7)C9=C(N8)C=CC(=C9)OC)C1=C(C(=C6OC(=O)C)C)OCO1)O)OC
497968033,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C.C1CCN[C@H](C1)[C@H](C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
498577530,COC1=CC=C(C=C1)CC(=O)NCC2=CC=CC=C2C3=CC=CC=C3C(=O)NCCC4=CN=CC=C4
499222901,CCCCCCCCCCCC(=O)NCCCCN=C(N)N.Cl
499222923,CCCCCCCCCCCCCC(=O)NCCCCN=C(N)N.CC(=O)O
499222934,CCCCCCCCCCCCCCCC(=O)NCCCCN=C(N)N.CC(=O)O
499231242,CC1=CC=CC(=C1OC2=NN=C(C=C2OC(=O)N3CCOCC3)Cl)C4CC4
499785556,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O
500008457,CC1=C(C(=CC(=C1)Cl)C(=O)NC)NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br
500013376,C1CN(CCN1)CC2=CC(=CC=C2)O.Cl.Cl
500017550,CCN(CC)C1=NC=NC(=C1)C2=CC=CC=C2
500207045,CC(C)(C)OC(=O)NC1=CC=CC(=N1)CO/N=C(/C2=CC=CC=C2)\C3=NN=NN3C
500214539,CN(C)CCN1C2=C(C=NC3=CC4=C(C=C32)OCO4)C5=CC(=C(C=C5C1=O)OC)OC
500287729,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)/C=C/C#N
500287945,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)/C=C\C#N
500304234,CCCCC[C@H](CC)CO
500304767,C([C@@H]([C@H](C(=O)[O-])O)O)O.C([C@@H]([C@H](C(=O)[O-])O)O)O.O.[Mg+2]
500355522,C1CC1NC(=O)C2=CN(C3=C(C2=O)C=CC=N3)C4=CC=CC(=C4)C#CC5=C[N+](=CC=C5)[O-]
500593737,C1C(CCN(C1)CC2=CC(=CC=C2)OC(F)(F)F)N3C(=O)NC4=CC=CC=C4[C@@H]3C5=CC=CC=C5.C1C(CCN(C1)CC2=CC(=CC=C2)OC(F)(F)F)N3C(=O)NC4=CC=CC=C4[C@@H]3C5=CC=CC=C5.C(=C/C(=O)O)\C(=O)O.C(=C/C(=O)O)\C(=O)O.C(=C/C(=O)O)\C(=O)O
500761444,C=CC1=C(C=CC=C1Br)Br
500784587,[90Y+3]
500863503,C(CC#N)CSC(=N)N
500876244,C1=CC=C(C=C1)CC2=N/C(=C\C3=CC=CC=C3)/C(=O)N(C2=O)O
500992110,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CC1=CC=C(C=C1)O)N
501009547,CCCOC(=O)CCC#CC
501010066,CC1=C(N=CN1)CN2CCN([C@H](C2=O)CC3=CC=CC=C3)C(=O)N[C@@H](CC(C)C)C(=O)O
501019165,CCCC[C@H](C(=O)N[C@H](CCCC)C(=O)N[C@H](CCCC)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCC)C(=O)N[C@H](CCCC)C(=O)N[C@H](CCCC)C(=O)NCC(=O)N[C@H](CC1=CC=C(C=C1)O)C(=O)N)NC(=O)[C@@H](CCCN=C(N)N)N.CC(=O)O
501079205,C[C@]12CCC(=O)N([C@@H]1CC[C@@H]3[C@@H]2CC[C@]\4([C@H]3CC/C4=C\Cl)C)C
501081385,CC1=NC2=C(C=CC3=C2C=CC4=C3N=C(C=C4NCCCN(C)C)C)C(=C1)NCCCN(C)C
501083972,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC=C(C=C6)S(=O)(=O)O)N5)C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=C(C=C9)S(=O)(=O)O
501093498,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)NO
501093545,CC1=C(C(=NO1)C2=CC(=CC=C2)O)C3=CC=C(C=C3)S(=O)(=O)N
501121342,CC(C)C1=C(C(=C(N1CC[C@@H](C[C@@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
501332690,C#CCN([C@H]1CCC2=C1C=C3C(=C2)N=C(NC3=O)CO)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O
501364825,C1COCCN1CCCNS(=O)(=O)C2=CC3=C(C=C2)C4=C(C3)C5=CC=CC=C5C(=O)N4
501364916,CS(=O)(=O)O.C1COCCN1CCCNS(=O)(=O)C2=CC3=C(C=C2)C4=C(C3)C5=CC=CC=C5C(=O)N4
501373871,C[C@H](C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC)O
501373882,C[C@@H](C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC)O
501444048,C1=CC(=CC(=C1)[Sb](=O)(O)O)/C=C/C(=O)O
501653641,C1=CC(=CC=C1CNCC(=O)O)F
501684931,C1=CC(=C(C=C1C(F)(F)F)NC(=O)NC2=C(C=CC(=C2)Cl)O)Cl
501692440,CCCCC1(CN(C2=CC(=C(C=C2S(=O)(=O)N1)OCC(=O)N[C@H](C3=CC=C(C=C3)O)C(=O)N[C@@H](CC)C(=O)O)SC)C4=CC=CC=C4)CCCC
501919591,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
501921615,C1=CC=C2C(=C1)C(=CN2CC3=CC=C(C=C3)Cl)C(=O)C(=O)NC4=CC5=C(C=C4)N=CC=C5
501925311,CC1=CC(=NO1)NC(=O)NC2=CC(=C(C=C2OC)OC)Cl
501926825,C[C@]12CC[C@H](C1)C([C@H]2NC(=O)C3=CN(C4=C3C=CC=C4OC)CCN5CCOCC5)(C)C
501938018,C[C@@H]1C[C@]2([C@H]3[C@](O3)(CO2)C)O[C@@H]4[C@H]1[C@]5([C@@H](C[C@@]67C[C@@]68CC[C@@H](C([C@@H]8CC[C@H]7[C@@]5(C4)C)(C)C)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)OC(=O)C)C
501948056,CC1=NSC(=C1)NC(=O)C(=O)C2=C3C=CC=CN3C(=C2)CC4=CC=C(C=C4)C#N
501951424,C1CN(C[C@@H]1NC(=O)NC2=CC=CC=C2Br)C3=NC=C(C=C3)C(F)(F)F
502179137,C[C@@H]1CC[C@H]([C@@H](C1)OP(=O)(O)OCCCN)C(C)C
502421456,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N.O.O.Cl
502453614,CCC[N+](C)(C)CCCNC1=C2C(=C(C=C1)NC)C(=O)C3=CC=CC=C3C2=O.[Br-]
502486897,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)OC
502487674,CC(=CCC/C(=C/CNCCNC1C2CC3CC(C2)CC1C3)/C)C
502632668,CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N(CC=C)CC=C)/C4=C(C3=O)O)COC)C)C
502641045,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl.C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+].Cl
502685145,CC(=CCC1=C(C(=C(C2=C1O[C@@H]([C@H](C2=O)O)C3=CC=CC=C3O)O)OC)O)C
502759673,C[C@H](CC1=C2C=COC2=C(C3=C1OC=C3)Br)N
502764707,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl.[F-].[Na+]
502960909,CN1CCN(CC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC3=CC=CC=C3)/C=C/S(=O)(=O)C4=CC=CC=C4
502960910,CC1=CC=C(C=C1)S(=O)(=O)O.CN1CCN(CC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC3=CC=CC=C3)/C=C/S(=O)(=O)C4=CC=CC=C4
502960921,CN1CCN(CC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC3=CC=CC=C3)/C=C/S(=O)(=O)C4=CC=CC=C4.Cl
502963679,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)CO
503048348,COC1=CC2=C(C=C1)C=CC3=C2OC4(CCN(CC4)CC5=CC=C(C=C5)C#N)NC3=O
503065007,CC(=O)O[C@@]12C[C@H]3C(=O)O[C@H](C(=O)N3[C@]1(NC4=C2C=CC=C4O)C(C)(C)C=C)CC5=CC=CC=C5
503068346,C1=CC(=C(C(=C1)Cl)COCCOCCCCCCNC[C@@H](C2=CC(=C(C=C2)O)CO)O)Cl
503070595,C1=CC=C(C=C1)/C=C(\C2=CC=CC=C2)/C(=O)O.C1=CC(=C(C(=C1)Cl)COCCOCCCCCCNC[C@@H](C2=CC(=C(C=C2)O)CO)O)Cl
503271021,CC1=CN=C(C=C1)S(=O)(=O)[N-]C2=C(C(=NC(=N2)C3=CC(=NC=C3)C4=NN=N[N-]4)OCCO)OC5=CC=CC=C5OC.[Na+].[Na+]
503291529,CCC(CC)COC(=O)[C@@H]1C[C@H]2C[C@H](CC[C@H]2CN1)OC3=C(C(=CC=C3)Cl)C4=NNN=N4
503291530,CCC(CC)COC(=O)[C@@H]1C[C@H]2C[C@H](CC[C@H]2CN1)OC3=C(C(=CC=C3)Cl)C4=NNN=N4.CC1=CC=C(C=C1)S(=O)(=O)O
503294131,C1C[C@H]2CN[C@@H](C[C@H]2C[C@H]1OC3=C(C(=CC=C3)Cl)C4=NNN=N4)C(=O)O
503431810,CC[C@H]1C(=O)NC2(S1)CCN(CC2)C
503468959,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56
503539193,C1CN(C2=C1C=C(C=C2)S(=O)(=O)N3C[C@@H](NC3=O)C4=CC=CC=C4)C(=O)C5=CC=C(C=C5)N
503610433,CC(C)C1=NC(=NC(=C1/C=C/[C@H]2C[C@@H](CC(=O)O2)O)C3=CC=C(C=C3)F)N(C)S(=O)(=O)C
