141480753,CCOC1=CC(=CC(=N1)N=CN/N=C/C2=CC=C(O2)[N+](=O)[O-])C3=CC(=CC(=C3)C#N)C#N
141490473,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC(=CC=C4)O
141497123,C1C[C@H](N(C1)C(=O)CN)C(=O)NCC(=O)N
141505320,C[C@@H](C1=CC=C(C=C1)CC(C)C)C(=O)O.C(CCN)C[C@@H](C(=O)O)N.O
141505331,C[C@@H]1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N
141517217,C/C(=N\OCC1=CC=CC=C1/C(=N/OC)/C(=O)OC)/C2=CC(=CC=C2)C(F)(F)F
141533359,COC(=O)C1=CC2=C(N1)C=CC=C2N3CCN(CC3)CCCCN4C(=O)C5=CC=CC=C5S4(=O)=O
141544425,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CO[C@H]([C@@H]([C@H]2O[C@@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O)O[C@H]5CC[C@@]6([C@H]7CC=C8[C@H]9CC(CC[C@@]9(CC[C@]8([C@@]7(CCC6C5(C)C)C)C)C(=O)O)(C)C)C)O)O)O
141544447,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CO[C@H]([C@@H]([C@H]2O[C@@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O[C@@H]5[C@@H]([C@H]([C@@H](CO5)O)O)O)O[C@@H]6[C@@H]([C@H]([C@@H](CO6)O)O)O)O[C@H]7CC[C@@]8([C@H]9CC=C1[C@H]2CC(CC[C@@]2(CC[C@]1([C@@]9(CCC8C7(C)C)C)C)C(=O)O)(C)C)C)O)O)O
141544458,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CO[C@H]([C@@H]([C@H]2O[C@@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O[C@@H]5[C@@H]([C@H]([C@@H](CO5)O)O)O)O[C@@H]6[C@@H]([C@H]([C@@H](CO6)O)O)O)O[C@@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O)O[C@H]8CC[C@@]9([C@H]1CC=C2[C@H]3CC(CC[C@@]3(CC[C@]2([C@@]1(CCC9C8(C)C)C)C)C(=O)O)(C)C)C)O)O)O
141544470,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(C(OC(C3OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)CO)CCC7(C6C=CC8(C7(CCC9(C8CC(CC9)(C)C)CO)C)O)C)C)C)O)CO)O)O)O
141544481,C[C@@H]1[C@H]([C@@H]([C@H]([C@](O1)(C2CC[C@]3(C(C2(C)CO)CC[C@@]4(C3C=CC56[C@]4(CCC7([C@@H]5CC(CC7)(C)C)CO6)C)C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O
141544594,CC1C(C(C(C(O1)OC2C3CCC4C5CCC(C5(CCC4C3(CCC2O)C)C)C=C)OC(=O)C)OC)O
141545495,CN1CCC(=CC1)C2=C(SC(=N2)N)C#N.C(=C/C(=O)O)\C(=O)O
141545508,CN1CCC=C(C1)C2=C(SC(=N2)N)Cl.C(=C/C(=O)O)\C(=O)O
141545713,CCN(CC)CCOC(=O)C1=CC=C(C=C1)NC(=O)CBr
141546363,[11CH3]N1[C@H]2CC[C@@H]1[C@@H](CC2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O
141549759,CN1C[C@H]2CC(C[C@@H](C1)N2C)NC(=O)C3=NNC4=CC=CC=C43
141553017,CCC(=O)O[C@H]1C[C@H](CC[C@@H]1C(C)C)C
141562381,CC(C)(C(=O)O)O/N=C(\C1=CSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CN(C)CC4=CC(=O)C(=CN4O)O)C(=O)O
141563760,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[K+].[Mn+2].[Fe+3].[Cu+2].[Zn+2].[I-]
141565051,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(C(OC(C3OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)CO)CCC7(C6C=CC8=C9CC(CCC9(CCC87C)CO)(C)C)C)C)C)O)CO)O)O)O
141575500,CCCCSC1=NSN=C1[C@@H]2CN3CCC2CC3
141575511,CCCCSC1=NSN=C1[C@@H]2CN3CCC2CC3.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
141577404,C1=CC=C(C=C1)CCNC(=O)[C@H](CC(=O)O)NS(=O)(=O)C2=CC3=CC=CC=C3C=C2
141579546,CC(C#CC1=CC(=CC=C1)OC2=CC=C(C=C2)F)N(C(=O)N)O
141579671,CC(C#CC1=CC=C(O1)OC2=CC=C(C=C2)F)N(C(=O)N)O
141579853,C[C@H](C#CC1=CC(=CC=C1)OC2=CC=C(C=C2)F)N(C(=O)N)O
141579864,C[C@@H](C#CC1=CC(=CC=C1)OC2=CC=C(C=C2)F)N(C(=O)N)O
141579875,C[C@H](C#CC1=CC=C(O1)OC2=CC=C(C=C2)F)N(C(=O)N)O
141582436,CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCC(C)OC(=O)NCCCCCCNC(=O)OC(C)COC(=O)C(=C)C)OC(=O)NCCCCCCNC(=O)OC(C)COC(=O)C(=C)C.CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C
141594265,CC(C)C[C@@H](C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC3=CNC4=CC=CC=C43)C(=O)O)NC(=O)N5CCCCCC5
141594696,CC(C)C[C@@H](C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)NCCC(=O)O)NC(=O)N3CCCCCC3
141595531,CC(C)C[C@@H](C(=O)N[C@H](CC1=CN(C2=CC=CC=C21)C=O)C(=O)N[C@H](CC3=CNC4=CC=CC=C43)C(=O)O)NC(=O)N5CCCCCC5
141608971,C[C@@H](CCC=C(C)C)C(=C)C=O
141611769,C[C@H]([C@@H]1[C@H]2[C@H]3CCC[C@@H](C3=C(N2C1=O)C(=O)[O-])OC)O.[Na+]
141612080,CS(=O)C1=CC=C(C=C1)N(CCCl)CCCl
141623292,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O.C[C@@H]([C@H](C1=CC=CC=C1)O)NC.Cl
141624717,CS(=O)C.CS(=O)C.C1=CN=CN1.[Cl-].[Cl-].[Cl-].[Ru+3]
141625936,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC.Cl
141626359,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCNCCCC
141626360,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
