74892516,C1[C@@H](O1)CC[C@H]2CO2
74892538,C1[C@@H](O1)CC[C@@H]2CO2
74893304,CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)O)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCCN)NC(=O)[C@H](CC3=CN=CN3)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@@H]5CCCN5C(=O)[C@H](CCCCN)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC6=CC=CC=C6)NC(=O)CNC(=O)CNC(=O)[C@H](CC7=CC=C(C=C7)O)N
74902593,C1=CC(=C(C=C1C(=O)CBr)[N+](=O)[O-])N
74912371,CC(C)C(CC=C(C)C)COC(=O)C
74913181,CCC(C)C(C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=CC=C4)NC(=O)CNC(=O)CNC(=O)C(CC5=CC=C(C=C5)O)N
74915132,CC(=O)OC1CCC2(C3CCC(C4C3C(CC2C1)OC(=O)C4)(C)C(=O)OC)C
74915585,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2C=CC4=CC(=O)C=C[C@]34C)O)C)O
74915643,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2C=C(C4=CC(=O)C=C[C@]34C)C)O)C)O
74915858,C[C@@H]([C@]1(CCC2[C@@]1(CCC3C2CCC4[C@@]3(CCC(C4)O[C@H]5[C@@H]([C@@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C)C)O)O
74916577,C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+]
74918211,C1=CC(=C(C=C1N)N)OCCCOC2=C(C=C(C=C2)N)N.Cl.Cl.Cl.Cl
74918313,CCC1C(C2C(O2)(/C=C/C(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4CC[C@H]([C@@H](O4)C)O)N)O)CC=O)C)C)C
74918404,C1=CC2=C(C(=C1)Cl)OC3=C2C=CC(=C3)Cl
74920448,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=C4[C@@]3(CC[C@@H](C4)O)C)I)C
74923083,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)N
74923152,[10B](C1=CC=C(C=C1)CC(C(=O)O)N)(O)O.Cl
74923163,[10B](C1=CC=C(C=C1)CC(C(=O)O)N)(O)O
74926899,CC(C)C1=CC=CC(=C1O)C(=C)C
74927109,C[N+]1(CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1)C.[I-]
74927110,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O
74927723,C1=CC=C(C=C1)[C@H](C(=O)O)NC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-]
74936440,CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C)CCC(=O)OC)CCC(=O)OC.N#[O+].[Fe+2]
74936713,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)O
74936724,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)O
74936768,CC1=C(C(C(=C(N1)C)C(=O)OCCOC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)O
74938117,CCCN(CCC)C1CCC2=C(C1)C=C(C=C2)O
74940231,CCCCN(C(CCC)OO)N=O
74940253,CCN(C(C)OO)N=O
74940617,COP(=O)(C(C(Cl)(Cl)Cl)OC(=O)CCl)OC
74944982,C[C@@H]1[C@H]([C@H]2[C@H](C(=C[C@@]1(C2=O)OC)CC=C)O)C3=CC(=C(C(=C3)OC)OC)OC
74950962,COC1=C(C=CC(=C1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
74954668,C#CC1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O
74956631,CC(C)(CC1=CC=CC=C1)N(C)CC(=O)C2=CC(=CC=C2)O
74957612,C1=CC(=CC=C1NN=NCC2C(C(C(C(O2)CO)O)O)O)[N+](=O)[O-]
74958400,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)/C=C\C3=CC=CC=C3)C(=O)O
74962984,CCCCCCCCCC/C=C/CO
74963705,CS(=O)(=O)CSSCS(=O)(=O)C
