20344154,CC1=CC(=NN1)CCN2CCN(CC2)C3=CC(=CC=C3)Cl.Cl.Cl
20347653,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C2(C)C)C
20349922,C1[C@H]2[C@@H]([C@@H](S1)C(=O)O)NC(=O)N2
20350156,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O
20352641,CC1=C(C(=O)N(N1)C2=CC=CC=C2)N=NC3=CC(=CC(=C3O)S(=O)(=O)O)[N+](=O)[O-]
20354261,CN1C(=O)N(OC1=O)C2=CC(=C(C=C2)Cl)Cl
20357511,CC1=C(C(=C(C(=C1C=C2C=C(C(=O)C(=C2)C(C)(C)C)C(C)(C)C)C)C=C3C=C(C(=O)C(=C3)C(C)(C)C)C(C)(C)C)C)C=C4C=C(C(=O)C(=C4)C(C)(C)C)C(C)(C)C
20357657,C1=CC(=O)OC(=C1)Cl
20358003,C1=CC2=C(C=C1Cl)N=C(S2)N
20358014,C1=CC2=C(C(=C1)Cl)SC(=N2)N
20358821,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)O
20362316,COC1=C(C=C(C=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC)OC
20367322,CCCOC1=CC=C(C=C1)NC(=O)C
20368245,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)N
20369679,CCC1=C(C2=NC1=CC3=C(C4=C(C(C(=C5C(=C(C(=CC6=NC(=C2)C(=C6C)C=C)[N-]5)C)CCC(=O)O)C4=N3)C(=O)OC)[O-])C)C.[Mg+2]
20369851,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-].C(CC(=O)O)C(=O)O.C(CO)N
20370949,CO[C@H]1[C@@H](C[C@@H]2C[N+]3=C(C[C@@H]2[C@@H]1C(=O)OC)C4=C(CC3)C5=C(N4)C=C(C=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
20373562,CCN(C1CC1)C(=O)C2=CC(=NC(=C2)Cl)Cl
20379413,COC([C@H]([C@H]1[C@@H]([C@H](CO1)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)OC
20379593,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)N=[N+]=[N-])O)O
20380114,C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)CO
20380567,CCOC(=O)[C@@]1(CCC=C[C@@H]1N(C)C)C2=CC=CC=C2
20380603,CCOC(=O)[C@@]1(CCC=C[C@@H]1N(C)C)C2=CC=CC=C2.Cl
20382712,CCC[NH+]1CCC2=CC=CC3=C2[C@H]1CC4=C3C(=C(C=C4)O)O.[Cl-]
20386270,C1=CC2=C(C=CC(=C2)O)C(=C1)S(=O)(=O)O
20387739,CC(=CCC1=C2C(=C(C3=C1OC=C(C3=O)C4=C(C=C(C=C4)O)O)O)C=CC(O2)(C)C)C
20388878,CC(CN)C1=CC=CC=C1.Cl
20389382,C1=CC=C(C=C1)N2C(=NN=N2)[S-].[Ag+]
20397937,CC[C@@H](C)C(=O)O[C@H]1[C@@H]([C@H]2[C@@H](CN3C[C@H](CC[C@H]3[C@@]2(C)O)C)[C@H]4[C@@]1([C@@H]5[C@@H]([C@@H]([C@H]6[C@]7([C@]5(C4)O[C@@]6([C@H](CC7)OC(=O)[C@](C)(CC)O)O)C)OC(=O)C)OC(=O)C)O)O.C(=C\C(=O)O)\C(=O)O
20398065,CC[O-].[Tl+]
20399137,CC(C(CO)(C(C=O)O)O)O
